x,y,z,pd
-6.000000,3.500000,0.000000,1.699080
-6.000000,4.000000,0.000000,1.627255
-6.000000,4.500000,0.000000,1.701971
-6.000000,5.000000,0.000000,1.953917
-6.000000,5.500000,0.000000,1.367470
-6.000000,6.000000,0.000000,1.182782
-6.000000,6.500000,0.000000,1.140415
-6.000000,7.000000,0.000000,0.899788
-6.000000,7.500000,0.000000,0.876837
-6.000000,8.000000,0.000000,0.848328
-6.000000,8.500000,0.000000,0.854248
-6.000000,9.000000,0.000000,1.155442
-6.000000,9.500000,0.000000,1.854738
-6.000000,10.000000,0.000000,2.134285
-6.000000,10.500000,0.000000,1.523870
-6.000000,11.000000,0.000000,1.207254
-6.000000,11.500000,0.000000,1.634357
-6.000000,12.000000,0.000000,2.902210
-6.000000,12.500000,0.000000,3.971694
-6.000000,13.000000,0.000000,4.146114
-6.000000,13.500000,0.000000,1.820000
-5.500000,-15.000000,0.000000,1.559674
-5.500000,-14.500000,0.000000,2.361816
-5.500000,-14.000000,0.000000,1.594285
-5.500000,-13.500000,0.000000,1.872794
-5.500000,-13.000000,0.000000,2.208056
-5.500000,-12.500000,0.000000,1.845367
-5.500000,-12.000000,0.000000,1.438610
-5.500000,-11.500000,0.000000,0.932898
-5.500000,-11.000000,0.000000,0.848147
-5.500000,-10.500000,0.000000,0.849343
-5.500000,-10.000000,0.000000,0.851182
-5.500000,-9.500000,0.000000,0.850005
-5.500000,-9.000000,0.000000,0.847484
-5.500000,-8.500000,0.000000,0.844741
-5.500000,-8.000000,0.000000,0.847911
-5.500000,-7.500000,0.000000,0.882502
-5.500000,-7.000000,0.000000,0.927740
-5.500000,-6.500000,0.000000,0.925304
-5.500000,-6.000000,0.000000,0.856310
-5.500000,-5.500000,0.000000,0.843685
-5.500000,-5.000000,0.000000,0.844986
-5.500000,-4.500000,0.000000,0.845091
-5.500000,-4.000000,0.000000,0.845150
-5.500000,-3.500000,0.000000,0.848594
-5.500000,-3.000000,0.000000,0.903501
-5.500000,-2.500000,0.000000,0.973990
-5.500000,-2.000000,0.000000,0.943886
-5.500000,-1.500000,0.000000,1.188046
-5.500000,-1.000000,0.000000,1.361227
-5.500000,-0.500000,0.000000,1.413777
-5.500000,0.000000,0.000000,1.419304
-5.500000,0.500000,0.000000,1.402598
-5.500000,1.000000,0.000000,1.412751
-5.500000,1.500000,0.000000,1.358752
-5.500000,2.000000,0.000000,1.277656
-5.500000,2.500000,0.000000,1.135063
-5.500000,3.000000,0.000000,1.312541
-5.500000,3.500000,0.000000,1.377905
-5.500000,4.000000,0.000000,1.397519
-5.500000,4.500000,0.000000,1.384930
-5.500000,5.000000,0.000000,1.615748
-5.500000,5.500000,0.000000,1.385063
-5.500000,6.000000,0.000000,1.207994
-5.500000,6.500000,0.000000,1.108175
-5.500000,7.000000,0.000000,0.893036
-5.500000,7.500000,0.000000,0.849309
-5.500000,8.000000,0.000000,0.847849
-5.500000,8.500000,0.000000,0.993617
-5.500000,9.000000,0.000000,1.478493
-5.500000,9.500000,0.000000,1.697559
-5.500000,10.000000,0.000000,1.369478
-5.500000,10.500000,0.000000,1.066553
-5.500000,11.000000,0.000000,1.706055
-5.500000,11.500000,0.000000,2.085978
-5.500000,12.000000,0.000000,2.062498
-5.500000,12.500000,0.000000,1.691250
-5.500000,13.000000,0.000000,2.513967
-5.500000,13.500000,0.000000,3.769976
-5.500000,14.000000,0.000000,0.260000
-5.000000,-15.000000,0.000000,2.545892
-5.000000,-14.500000,0.000000,1.544763
-5.000000,-14.000000,0.000000,1.280790
-5.000000,-13.500000,0.000000,1.556963
-5.000000,-13.000000,0.000000,1.698120
-5.000000,-12.500000,0.000000,1.405370
-5.000000,-12.000000,0.000000,0.938843
-5.000000,-11.500000,0.000000,0.845143
-5.000000,-11.000000,0.000000,0.846158
-5.000000,-10.500000,0.000000,0.850546
-5.000000,-10.000000,0.000000,0.845226
-5.000000,-9.500000,0.000000,0.847237
-5.000000,-9.000000,0.000000,0.891437
-5.000000,-8.500000,0.000000,0.913867
-5.000000,-8.000000,0.000000,1.455449
-5.000000,-7.500000,0.000000,3.058679
-5.000000,-7.000000,0.000000,3.308797
-5.000000,-6.500000,0.000000,3.152912
-5.000000,-6.000000,0.000000,2.412349
-5.000000,-5.500000,0.000000,1.532280
-5.000000,-5.000000,0.000000,1.096577
-5.000000,-4.500000,0.000000,0.914998
-5.000000,-4.000000,0.000000,0.843886
-5.000000,-3.500000,0.000000,0.847077
