x,y,z,pd
-5.000000,-3.000000,0.000000,0.849562
-5.000000,-2.500000,0.000000,0.868372
-5.000000,-2.000000,0.000000,1.045609
-5.000000,-1.500000,0.000000,1.276278
-5.000000,-1.000000,0.000000,1.382679
-5.000000,-0.500000,0.000000,1.457999
-5.000000,0.000000,0.000000,1.515915
-5.000000,0.500000,0.000000,1.505729
-5.000000,1.000000,0.000000,1.530385
-5.000000,1.500000,0.000000,1.527263
-5.000000,2.000000,0.000000,1.546145
-5.000000,2.500000,0.000000,1.531736
-5.000000,3.000000,0.000000,1.420092
-5.000000,3.500000,0.000000,1.181273
-5.000000,4.000000,0.000000,0.952969
-5.000000,4.500000,0.000000,0.885815
-5.000000,5.000000,0.000000,0.967319
-5.000000,5.500000,0.000000,0.959734
-5.000000,6.000000,0.000000,0.901230
-5.000000,6.500000,0.000000,0.855975
-5.000000,7.000000,0.000000,0.846983
-5.000000,7.500000,0.000000,0.847141
-5.000000,8.000000,0.000000,0.847764
-5.000000,8.500000,0.000000,0.978638
-5.000000,9.000000,0.000000,1.125667
-5.000000,9.500000,0.000000,1.131227
-5.000000,10.000000,0.000000,0.976833
-5.000000,10.500000,0.000000,1.203159
-5.000000,11.000000,0.000000,1.541841
-5.000000,11.500000,0.000000,1.469532
-5.000000,12.000000,0.000000,1.383307
-5.000000,12.500000,0.000000,1.579122
-5.000000,13.000000,0.000000,2.155218
-5.000000,13.500000,0.000000,3.250629
-5.000000,14.000000,0.000000,2.338018
-4.500000,-15.000000,0.000000,3.022164
-4.500000,-14.500000,0.000000,1.391645
-4.500000,-14.000000,0.000000,1.209596
-4.500000,-13.500000,0.000000,1.673645
-4.500000,-13.000000,0.000000,1.841703
-4.500000,-12.500000,0.000000,1.440237
-4.500000,-12.000000,0.000000,0.866014
-4.500000,-11.500000,0.000000,0.845896
-4.500000,-11.000000,0.000000,0.849481
-4.500000,-10.500000,0.000000,0.872518
-4.500000,-10.000000,0.000000,0.870852
-4.500000,-9.500000,0.000000,0.999730
-4.500000,-9.000000,0.000000,1.287933
-4.500000,-8.500000,0.000000,1.365655
-4.500000,-8.000000,0.000000,1.194909
-4.500000,-7.500000,0.000000,2.849814
-4.500000,-7.000000,0.000000,4.052818
-4.500000,-6.500000,0.000000,4.159504
-4.500000,-6.000000,0.000000,4.120383
-4.500000,-5.500000,0.000000,3.776149
-4.500000,-5.000000,0.000000,3.018123
-4.500000,-4.500000,0.000000,1.457611
-4.500000,-4.000000,0.000000,0.876835
-4.500000,-3.500000,0.000000,0.857620
-4.500000,-3.000000,0.000000,0.850729
-4.500000,-2.500000,0.000000,0.852837
-4.500000,-2.000000,0.000000,0.848350
-4.500000,-1.500000,0.000000,0.857744
-4.500000,-1.000000,0.000000,0.882706
-4.500000,-0.500000,0.000000,1.010798
-4.500000,0.000000,0.000000,1.285258
-4.500000,0.500000,0.000000,1.452074
-4.500000,1.000000,0.000000,1.536567
-4.500000,1.500000,0.000000,1.531924
-4.500000,2.000000,0.000000,1.555493
-4.500000,2.500000,0.000000,1.552123
-4.500000,3.000000,0.000000,1.555829
-4.500000,3.500000,0.000000,1.427085
-4.500000,4.000000,0.000000,1.252633
-4.500000,4.500000,0.000000,0.971031
-4.500000,5.000000,0.000000,0.849990
-4.500000,5.500000,0.000000,0.845941
-4.500000,6.000000,0.000000,0.846015
-4.500000,6.500000,0.000000,0.845664
-4.500000,7.000000,0.000000,0.846144
-4.500000,7.500000,0.000000,0.845794
-4.500000,8.000000,0.000000,0.846844
-4.500000,8.500000,0.000000,0.860738
-4.500000,9.000000,0.000000,0.940237
-4.500000,9.500000,0.000000,1.029482
-4.500000,10.000000,0.000000,1.048684
-4.500000,10.500000,0.000000,1.172470
-4.500000,11.000000,0.000000,1.251299
-4.500000,11.500000,0.000000,1.231419
-4.500000,12.000000,0.000000,1.486385
-4.500000,12.500000,0.000000,2.292919
-4.500000,13.000000,0.000000,2.717046
-4.500000,13.500000,0.000000,2.744177
-4.500000,14.000000,0.000000,3.550202
-4.000000,-15.500000,0.000000,1.300000
-4.000000,-15.000000,0.000000,2.360148
-4.000000,-14.500000,0.000000,1.397342
-4.000000,-14.000000,0.000000,1.579710
-4.000000,-13.500000,0.000000,2.180550
-4.000000,-13.000000,0.000000,1.656438
-4.000000,-12.500000,0.000000,1.169448
-4.000000,-12.000000,0.000000,0.846179
-4.000000,-11.500000,0.000000,0.857049
-4.000000,-11.000000,0.000000,0.994242
-4.000000,-10.500000,0.000000,0.960486
-4.000000,-10.000000,0.000000,1.142830
-4.000000,-9.500000,0.000000,1.274755
-4.000000,-9.000000,0.000000,1.095531
-4.000000,-8.500000,0.000000,1.108260
-4.000000,-8.000000,0.000000,1.079361
-4.000000,-7.500000,0.000000,1.394503
-4.000000,-7.000000,0.000000,2.692491
-4.000000,-6.500000,0.000000,3.932623
-4.000000,-6.000000,0.000000,4.159528
-4.000000,-5.500000,0.000000,4.151423
-4.000000,-5.000000,0.000000,3.837017
-4.000000,-4.500000,0.000000,2.269542
-4.000000,-4.000000,0.000000,1.112217
-4.000000,-3.500000,0.000000,1.135687
-4.000000,-3.000000,0.000000,0.951032
-4.000000,-2.500000,0.000000,0.866937
-4.000000,-2.000000,0.000000,0.849373
-4.000000,-1.500000,0.000000,0.869091
-4.000000,-1.000000,0.000000,0.870424
-4.000000,-0.500000,0.000000,0.859123
-4.000000,0.000000,0.000000,0.935730
-4.000000,0.500000,0.000000,1.033087
-4.000000,1.000000,0.000000,1.133310
-4.000000,1.500000,0.000000,1.290732
-4.000000,2.000000,0.000000,1.411896
-4.000000,2.500000,0.000000,1.405773
-4.000000,3.000000,0.000000,1.329316
-4.000000,3.500000,0.000000,1.189811
-4.000000,4.000000,0.000000,1.113300
-4.000000,4.500000,0.000000,0.952482
-4.000000,5.000000,0.000000,0.901117
-4.000000,5.500000,0.000000,0.866303
-4.000000,6.000000,0.000000,0.848248
-4.000000,6.500000,0.000000,0.856606
-4.000000,7.000000,0.000000,0.848238
-4.000000,7.500000,0.000000,0.846195
-4.000000,8.000000,0.000000,0.846138
-4.000000,8.500000,0.000000,0.845689
-4.000000,9.000000,0.000000,0.847815
-4.000000,9.500000,0.000000,0.863749
-4.000000,10.000000,0.000000,1.122318
-4.000000,10.500000,0.000000,1.410614
-4.000000,11.000000,0.000000,1.670107
-4.000000,11.500000,0.000000,1.735163
-4.000000,12.000000,0.000000,2.479911
-4.000000,12.500000,0.000000,3.465407
-4.000000,13.000000,0.000000,3.166035
-4.000000,13.500000,0.000000,2.892323
-4.000000,14.000000,0.000000,3.423904
-4.000000,14.500000,0.000000,1.820000
-3.500000,-15.500000,0.000000,2.832977
-3.500000,-15.000000,0.000000,1.645457
-3.500000,-14.500000,0.000000,1.379756
-3.500000,-14.000000,0.000000,1.852386
-3.500000,-13.500000,0.000000,2.343680
-3.500000,-13.000000,0.000000,1.510585
-3.500000,-12.500000,0.000000,0.885902
-3.500000,-12.000000,0.000000,0.853695
-3.500000,-11.500000,0.000000,1.010603
-3.500000,-11.000000,0.000000,1.265851
-3.500000,-10.500000,0.000000,1.294570
-3.500000,-10.000000,0.000000,1.438301
-3.500000,-9.500000,0.000000,1.093467
-3.500000,-9.000000,0.000000,1.308505
-3.500000,-8.500000,0.000000,1.360023
-3.500000,-8.000000,0.000000,1.386272
-3.500000,-7.500000,0.000000,1.612597
-3.500000,-7.000000,0.000000,1.407583
-3.500000,-6.500000,0.000000,2.394684
-3.500000,-6.000000,0.000000,3.827633
-3.500000,-5.500000,0.000000,3.880250
-3.500000,-5.000000,0.000000,2.917034
-3.500000,-4.500000,0.000000,1.859558
-3.500000,-4.000000,0.000000,1.140087
-3.500000,-3.500000,0.000000,1.347893
-3.500000,-3.000000,0.000000,1.230805
-3.500000,-2.500000,0.000000,1.076319
-3.500000,-2.000000,0.000000,0.897659
-3.500000,-1.500000,0.000000,0.861074
-3.500000,-1.000000,0.000000,0.863572
-3.500000,-0.500000,0.000000,0.854548
-3.500000,0.000000,0.000000,0.850612
-3.500000,0.500000,0.000000,0.874220
-3.500000,1.000000,0.000000,1.030908
-3.500000,1.500000,0.000000,1.063613
-3.500000,2.000000,0.000000,0.943569
-3.500000,2.500000,0.000000,0.989307
-3.500000,3.000000,0.000000,0.969426
-3.500000,3.500000,0.000000,0.954144
-3.500000,4.000000,0.000000,0.922178
-3.500000,4.500000,0.000000,1.115486
-3.500000,5.000000,0.000000,1.407542
-3.500000,5.500000,0.000000,1.409190
-3.500000,6.000000,0.000000,1.034397
-3.500000,6.500000,0.000000,0.888184
-3.500000,7.000000,0.000000,0.846589
-3.500000,7.500000,0.000000,0.844941
-3.500000,8.000000,0.000000,0.845598
-3.500000,8.500000,0.000000,0.845338
-3.500000,9.000000,0.000000,0.846521
-3.500000,9.500000,0.000000,0.846638
-3.500000,10.000000,0.000000,0.859134
-3.500000,10.500000,0.000000,0.956310
-3.500000,11.000000,0.000000,1.229153
-3.500000,11.500000,0.000000,1.722529
-3.500000,12.000000,0.000000,2.193980
-3.500000,12.500000,0.000000,2.025907
-3.500000,13.000000,0.000000,2.569375
-3.500000,13.500000,0.000000,2.948437
-3.500000,14.000000,0.000000,3.316498
-3.500000,14.500000,0.000000,2.079974
-3.000000,-15.500000,0.000000,3.059950
-3.000000,-15.000000,0.000000,1.579361
-3.000000,-14.500000,0.000000,1.771589
-3.000000,-14.000000,0.000000,1.661537
-3.000000,-13.500000,0.000000,1.126852
-3.000000,-13.000000,0.000000,0.908901
-3.000000,-12.500000,0.000000,0.854110
-3.000000,-12.000000,0.000000,0.862152
-3.000000,-11.500000,0.000000,0.946937
-3.000000,-11.000000,0.000000,0.953783
-3.000000,-10.500000,0.000000,1.535791
-3.000000,-10.000000,0.000000,1.785562
-3.000000,-9.500000,0.000000,1.182526
-3.000000,-9.000000,0.000000,1.670307
-3.000000,-8.500000,0.000000,2.482970
-3.000000,-8.000000,0.000000,2.439475
-3.000000,-7.500000,0.000000,2.848211
-3.000000,-7.000000,0.000000,1.345104
-3.000000,-6.500000,0.000000,1.035903
-3.000000,-6.000000,0.000000,2.190082
-3.000000,-5.500000,0.000000,2.908048
-3.000000,-5.000000,0.000000,2.068447
-3.000000,-4.500000,0.000000,1.832217
-3.000000,-4.000000,0.000000,1.187641
-3.000000,-3.500000,0.000000,1.425969
-3.000000,-3.000000,0.000000,1.507023
-3.000000,-2.500000,0.000000,1.332798
-3.000000,-2.000000,0.000000,0.965131
-3.000000,-1.500000,0.000000,0.907394
-3.000000,-1.000000,0.000000,0.926935
-3.000000,-0.500000,0.000000,0.968266
-3.000000,0.000000,0.000000,0.904518
-3.000000,0.500000,0.000000,0.867195
-3.000000,1.000000,0.000000,0.856252
-3.000000,1.500000,0.000000,0.874168
-3.000000,2.000000,0.000000,0.964880
-3.000000,2.500000,0.000000,0.927594
-3.000000,3.000000,0.000000,0.926056
-3.000000,3.500000,0.000000,0.937833
-3.000000,4.000000,0.000000,1.208358
-3.000000,4.500000,0.000000,1.488428
-3.000000,5.000000,0.000000,1.566206
-3.000000,5.500000,0.000000,1.559540
-3.000000,6.000000,0.000000,2.083186
-3.000000,6.500000,0.000000,1.932179
-3.000000,7.000000,0.000000,0.858957
-3.000000,7.500000,0.000000,0.844811
-3.000000,8.000000,0.000000,0.845206
-3.000000,8.500000,0.000000,0.846829
-3.000000,9.000000,0.000000,0.855242
-3.000000,9.500000,0.000000,0.862313
-3.000000,10.000000,0.000000,0.858043
-3.000000,10.500000,0.000000,0.853122
-3.000000,11.000000,0.000000,0.860927
-3.000000,11.500000,0.000000,0.954774
-3.000000,12.000000,0.000000,1.081332
-3.000000,12.500000,0.000000,1.499848
-3.000000,13.000000,0.000000,2.099916
-3.000000,13.500000,0.000000,2.999416
-3.000000,14.000000,0.000000,3.391697
-3.000000,14.500000,0.000000,4.140910
-2.500000,-15.500000,0.000000,2.753301
-2.500000,-15.000000,0.000000,1.695248
-2.500000,-14.500000,0.000000,1.617785
-2.500000,-14.000000,0.000000,0.966783
-2.500000,-13.500000,0.000000,0.885233
-2.500000,-13.000000,0.000000,0.872231
-2.500000,-12.500000,0.000000,0.888678
-2.500000,-12.000000,0.000000,0.867591
-2.500000,-11.500000,0.000000,1.020637
-2.500000,-11.000000,0.000000,1.308002
-2.500000,-10.500000,0.000000,1.700314
-2.500000,-10.000000,0.000000,2.323114
-2.500000,-9.500000,0.000000,1.224230
-2.500000,-9.000000,0.000000,1.227752
-2.500000,-8.500000,0.000000,2.033533
-2.500000,-8.000000,0.000000,2.988795
-2.500000,-7.500000,0.000000,2.098153
-2.500000,-7.000000,0.000000,1.513972
-2.500000,-6.500000,0.000000,1.074839
-2.500000,-6.000000,0.000000,0.894569
-2.500000,-5.500000,0.000000,1.495691
-2.500000,-5.000000,0.000000,1.309501
-2.500000,-4.500000,0.000000,1.350030
-2.500000,-4.000000,0.000000,1.481070
-2.500000,-3.500000,0.000000,1.534611
-2.500000,-3.000000,0.000000,1.565348
-2.500000,-2.500000,0.000000,1.524801
-2.500000,-2.000000,0.000000,1.220557
-2.500000,-1.500000,0.000000,0.987085
-2.500000,-1.000000,0.000000,1.020764
-2.500000,-0.500000,0.000000,1.165112
-2.500000,0.000000,0.000000,1.032580
-2.500000,0.500000,0.000000,0.957133
-2.500000,1.000000,0.000000,0.891657
-2.500000,1.500000,0.000000,0.854882
-2.500000,2.000000,0.000000,0.864711
-2.500000,2.500000,0.000000,0.882542
-2.500000,3.000000,0.000000,0.969582
-2.500000,3.500000,0.000000,1.277925
-2.500000,4.000000,0.000000,1.526174
-2.500000,4.500000,0.000000,1.568267
-2.500000,5.000000,0.000000,1.571975
-2.500000,5.500000,0.000000,1.667108
-2.500000,6.000000,0.000000,3.333285
-2.500000,6.500000,0.000000,1.964045
-2.500000,7.000000,0.000000,0.843470
-2.500000,7.500000,0.000000,0.845195
-2.500000,8.000000,0.000000,0.848665
-2.500000,8.500000,0.000000,0.852149
-2.500000,9.000000,0.000000,1.155136
-2.500000,9.500000,0.000000,1.493779
-2.500000,10.000000,0.000000,1.468907
-2.500000,10.500000,0.000000,1.072023
-2.500000,11.000000,0.000000,0.862501
-2.500000,11.500000,0.000000,0.889783
-2.500000,12.000000,0.000000,0.891033
-2.500000,12.500000,0.000000,1.071198
-2.500000,13.000000,0.000000,1.820960
-2.500000,13.500000,0.000000,2.533263
-2.500000,14.000000,0.000000,2.691485
-2.500000,14.500000,0.000000,3.790385
-2.500000,15.000000,0.000000,1.040000
-2.000000,-15.500000,0.000000,2.614578
-2.000000,-15.000000,0.000000,1.303263
-2.000000,-14.500000,0.000000,1.423345
-2.000000,-14.000000,0.000000,1.110023
-2.000000,-13.500000,0.000000,1.372451
-2.000000,-13.000000,0.000000,0.933318
-2.000000,-12.500000,0.000000,0.870779
-2.000000,-12.000000,0.000000,0.883524
-2.000000,-11.500000,0.000000,1.033334
-2.000000,-11.000000,0.000000,2.151158
-2.000000,-10.500000,0.000000,2.905671
-2.000000,-10.000000,0.000000,2.523240
-2.000000,-9.500000,0.000000,1.772605
-2.000000,-9.000000,0.000000,1.275578
-2.000000,-8.500000,0.000000,1.733652
-2.000000,-8.000000,0.000000,2.478494
-2.000000,-7.500000,0.000000,1.579618
-2.000000,-7.000000,0.000000,1.544478
-2.000000,-6.500000,0.000000,1.285365
-2.000000,-6.000000,0.000000,0.943088
-2.000000,-5.500000,0.000000,0.851336
-2.000000,-5.000000,0.000000,0.870598
-2.000000,-4.500000,0.000000,1.028107
-2.000000,-4.000000,0.000000,1.785233
-2.000000,-3.500000,0.000000,1.547753
-2.000000,-3.000000,0.000000,1.560155
-2.000000,-2.500000,0.000000,1.554751
-2.000000,-2.000000,0.000000,1.414324
-2.000000,-1.500000,0.000000,1.119243
-2.000000,-1.000000,0.000000,1.231651
-2.000000,-0.500000,0.000000,1.168255
-2.000000,0.000000,0.000000,1.204170
-2.000000,0.500000,0.000000,1.127809
-2.000000,1.000000,0.000000,0.999747
-2.000000,1.500000,0.000000,0.903913
-2.000000,2.000000,0.000000,1.000089
-2.000000,2.500000,0.000000,1.292989
-2.000000,3.000000,0.000000,1.427641
-2.000000,3.500000,0.000000,1.557615
-2.000000,4.000000,0.000000,1.569300
-2.000000,4.500000,0.000000,1.572517
-2.000000,5.000000,0.000000,1.581536
-2.000000,5.500000,0.000000,2.781334
-2.000000,6.000000,0.000000,3.064399
-2.000000,6.500000,0.000000,1.098220
-2.000000,7.000000,0.000000,0.843939
-2.000000,7.500000,0.000000,0.847764
-2.000000,8.000000,0.000000,0.901273
-2.000000,8.500000,0.000000,0.919626
-2.000000,9.000000,0.000000,1.235762
-2.000000,9.500000,0.000000,1.631195
-2.000000,10.000000,0.000000,1.767343
-2.000000,10.500000,0.000000,1.723648
-2.000000,11.000000,0.000000,1.151914
-2.000000,11.500000,0.000000,1.540788
-2.000000,12.000000,0.000000,1.608054
-2.000000,12.500000,0.000000,1.355463
-2.000000,13.000000,0.000000,1.166090
-2.000000,13.500000,0.000000,1.567342
-2.000000,14.000000,0.000000,1.815742
-2.000000,14.500000,0.000000,3.068905
-2.000000,15.000000,0.000000,2.080000
-1.500000,-15.500000,0.000000,3.128646
-1.500000,-15.000000,0.000000,1.616645
-1.500000,-14.500000,0.000000,1.953881
-1.500000,-14.000000,0.000000,1.124190
-1.500000,-13.500000,0.000000,1.660723
-1.500000,-13.000000,0.000000,1.262511
-1.500000,-12.500000,0.000000,1.090972
-1.500000,-12.000000,0.000000,1.171598
-1.500000,-11.500000,0.000000,1.036270
-1.500000,-11.000000,0.000000,1.348907
-1.500000,-10.500000,0.000000,2.005594
-1.500000,-10.000000,0.000000,2.120389
-1.500000,-9.500000,0.000000,1.746781
-1.500000,-9.000000,0.000000,1.449065
-1.500000,-8.500000,0.000000,2.190478
-1.500000,-8.000000,0.000000,2.455926
-1.500000,-7.500000,0.000000,1.550918
-1.500000,-7.000000,0.000000,1.608572
-1.500000,-6.500000,0.000000,1.306373
-1.500000,-6.000000,0.000000,1.045462
-1.500000,-5.500000,0.000000,1.000216
-1.500000,-5.000000,0.000000,0.887695
-1.500000,-4.500000,0.000000,1.252319
-1.500000,-4.000000,0.000000,2.493656
-1.500000,-3.500000,0.000000,1.609342
-1.500000,-3.000000,0.000000,1.574146
-1.500000,-2.500000,0.000000,1.572990
-1.500000,-2.000000,0.000000,1.560569
-1.500000,-1.500000,0.000000,1.504939
-1.500000,-1.000000,0.000000,1.415405
-1.500000,-0.500000,0.000000,1.309423
-1.500000,0.000000,0.000000,1.313508
-1.500000,0.500000,0.000000,1.229873
-1.500000,1.000000,0.000000,1.201468
-1.500000,1.500000,0.000000,1.131490
-1.500000,2.000000,0.000000,1.271504
-1.500000,2.500000,0.000000,2.342391
-1.500000,3.000000,0.000000,2.504859
-1.500000,3.500000,0.000000,1.927621
-1.500000,4.000000,0.000000,1.786689
-1.500000,4.500000,0.000000,2.038723
-1.500000,5.000000,0.000000,3.055801
-1.500000,5.500000,0.000000,3.834585
-1.500000,6.000000,0.000000,1.882281
-1.500000,6.500000,0.000000,0.844720
-1.500000,7.000000,0.000000,0.854395
-1.500000,7.500000,0.000000,0.877109
-1.500000,8.000000,0.000000,1.072577
-1.500000,8.500000,0.000000,1.503874
-1.500000,9.000000,0.000000,1.100138
-1.500000,9.500000,0.000000,1.567153
-1.500000,10.000000,0.000000,2.035441
-1.500000,10.500000,0.000000,1.908430
-1.500000,11.000000,0.000000,1.579854
-1.500000,11.500000,0.000000,2.414138
-1.500000,12.000000,0.000000,2.601003
-1.500000,12.500000,0.000000,1.980339
-1.500000,13.000000,0.000000,1.649139
-1.500000,13.500000,0.000000,1.446343
-1.500000,14.000000,0.000000,1.845688
-1.500000,14.500000,0.000000,3.173843
-1.500000,15.000000,0.000000,2.080000
-1.000000,-15.500000,0.000000,2.015863
-1.000000,-15.000000,0.000000,2.213408
-1.000000,-14.500000,0.000000,1.862671
-1.000000,-14.000000,0.000000,1.245501
-1.000000,-13.500000,0.000000,1.951567
-1.000000,-13.000000,0.000000,1.096187
-1.000000,-12.500000,0.000000,1.106144
-1.000000,-12.000000,0.000000,1.264083
-1.000000,-11.500000,0.000000,1.029266
-1.000000,-11.000000,0.000000,1.047474
-1.000000,-10.500000,0.000000,1.335508
-1.000000,-10.000000,0.000000,1.288587
-1.000000,-9.500000,0.000000,1.430447
-1.000000,-9.000000,0.000000,1.696219
-1.000000,-8.500000,0.000000,1.973024
-1.000000,-8.000000,0.000000,2.007712
-1.000000,-7.500000,0.000000,1.883391
-1.000000,-7.000000,0.000000,1.769009
-1.000000,-6.500000,0.000000,1.263156
-1.000000,-6.000000,0.000000,1.282030
-1.000000,-5.500000,0.000000,1.267268
-1.000000,-5.000000,0.000000,1.327904
-1.000000,-4.500000,0.000000,1.435631
-1.000000,-4.000000,0.000000,3.329856
-1.000000,-3.500000,0.000000,3.149827
-1.000000,-3.000000,0.000000,2.711550
-1.000000,-2.500000,0.000000,2.152189
-1.000000,-2.000000,0.000000,1.560034
-1.000000,-1.500000,0.000000,1.578110
-1.000000,-1.000000,0.000000,1.565314
-1.000000,-0.500000,0.000000,1.533480
-1.000000,0.000000,0.000000,1.422003
-1.000000,0.500000,0.000000,1.147380
-1.000000,1.000000,0.000000,1.260788
-1.000000,1.500000,0.000000,1.352815
-1.000000,2.000000,0.000000,2.235514
-1.000000,2.500000,0.000000,4.055050
-1.000000,3.000000,0.000000,4.159976
-1.000000,3.500000,0.000000,4.158820
-1.000000,4.000000,0.000000,4.077716
-1.000000,4.500000,0.000000,4.099314
-1.000000,5.000000,0.000000,4.153341
-1.000000,5.500000,0.000000,2.958943
-1.000000,6.000000,0.000000,0.932678
-1.000000,6.500000,0.000000,0.844134
-1.000000,7.000000,0.000000,0.921155
-1.000000,7.500000,0.000000,1.336457
-1.000000,8.000000,0.000000,1.531900
-1.000000,8.500000,0.000000,1.617153
-1.000000,9.000000,0.000000,1.479511
-1.000000,9.500000,0.000000,1.379180
-1.000000,10.000000,0.000000,2.481139
-1.000000,10.500000,0.000000,2.076817
-1.000000,11.000000,0.000000,1.706587
-1.000000,11.500000,0.000000,2.776858
-1.000000,12.000000,0.000000,3.299570
-1.000000,12.500000,0.000000,3.391897
-1.000000,13.000000,0.000000,2.491789
-1.000000,13.500000,0.000000,2.069778
-1.000000,14.000000,0.000000,2.509379
-1.000000,14.500000,0.000000,4.057683
-1.000000,15.000000,0.000000,1.820000
-0.500000,-15.000000,0.000000,2.726387
-0.500000,-14.500000,0.000000,2.140100
-0.500000,-14.000000,0.000000,1.703139
-0.500000,-13.500000,0.000000,1.733611
-0.500000,-13.000000,0.000000,1.304940
-0.500000,-12.500000,0.000000,1.373928
-0.500000,-12.000000,0.000000,1.262618
-0.500000,-11.500000,0.000000,1.624748
-0.500000,-11.000000,0.000000,1.323756
-0.500000,-10.500000,0.000000,1.614140
-0.500000,-10.000000,0.000000,1.463995
-0.500000,-9.500000,0.000000,1.271156
-0.500000,-9.000000,0.000000,2.053102
-0.500000,-8.500000,0.000000,3.040057
-0.500000,-8.000000,0.000000,3.380496
-0.500000,-7.500000,0.000000,4.006726
-0.500000,-7.000000,0.000000,3.742720
-0.500000,-6.500000,0.000000,2.310249
-0.500000,-6.000000,0.000000,1.876445
-0.500000,-5.500000,0.000000,1.644401
-0.500000,-5.000000,0.000000,1.613043
-0.500000,-4.500000,0.000000,1.745408
-0.500000,-4.000000,0.000000,3.239863
-0.500000,-3.500000,0.000000,4.142371
-0.500000,-3.000000,0.000000,4.157735
-0.500000,-2.500000,0.000000,3.824249
-0.500000,-2.000000,0.000000,2.690665
-0.500000,-1.500000,0.000000,1.791633
-0.500000,-1.000000,0.000000,1.549811
-0.500000,-0.500000,0.000000,1.550008
-0.500000,0.000000,0.000000,1.535269
-0.500000,0.500000,0.000000,1.550389
-0.500000,1.000000,0.000000,1.548854
-0.500000,1.500000,0.000000,1.942902
-0.500000,2.000000,0.000000,2.399240
-0.500000,2.500000,0.000000,2.065824
-0.500000,3.000000,0.000000,2.793461
-0.500000,3.500000,0.000000,3.536240
-0.500000,4.000000,0.000000,3.946991
-0.500000,4.500000,0.000000,4.078952
-0.500000,5.000000,0.000000,3.258159
-0.500000,5.500000,0.000000,1.172186
-0.500000,6.000000,0.000000,0.843939
-0.500000,6.500000,0.000000,0.847690
-0.500000,7.000000,0.000000,1.105362
-0.500000,7.500000,0.000000,1.750388
-0.500000,8.000000,0.000000,1.671599
-0.500000,8.500000,0.000000,2.189750
-0.500000,9.000000,0.000000,1.831154
-0.500000,9.500000,0.000000,1.619183
-0.500000,10.000000,0.000000,3.384725
-0.500000,10.500000,0.000000,3.679669
-0.500000,11.000000,0.000000,2.842596
-0.500000,11.500000,0.000000,3.601104
-0.500000,12.000000,0.000000,4.022470
-0.500000,12.500000,0.000000,4.118041
-0.500000,13.000000,0.000000,4.097216
-0.500000,13.500000,0.000000,3.949641
-0.500000,14.000000,0.000000,4.114332
-0.500000,14.500000,0.000000,3.900000
0.000000,-15.000000,0.000000,3.900000
0.000000,-14.500000,0.000000,4.157216
0.000000,-14.000000,0.000000,3.845773
0.000000,-13.500000,0.000000,3.114872
0.000000,-13.000000,0.000000,2.910128
0.000000,-12.500000,0.000000,2.948140
0.000000,-12.000000,0.000000,2.616183
0.000000,-11.500000,0.000000,3.139187
0.000000,-11.000000,0.000000,2.353429
0.000000,-10.500000,0.000000,2.032317
0.000000,-10.000000,0.000000,2.351670
0.000000,-9.500000,0.000000,2.476771
0.000000,-9.000000,0.000000,2.993882
0.000000,-8.500000,0.000000,3.760042
0.000000,-8.000000,0.000000,4.145523
0.000000,-7.500000,0.000000,4.157523
0.000000,-7.000000,0.000000,4.148268
0.000000,-6.500000,0.000000,4.082531
0.000000,-6.000000,0.000000,3.481256
0.000000,-5.500000,0.000000,2.998224
0.000000,-5.000000,0.000000,2.056816
0.000000,-4.500000,0.000000,1.901868
0.000000,-4.000000,0.000000,3.525212
0.000000,-3.500000,0.000000,4.158065
0.000000,-3.000000,0.000000,4.015611
0.000000,-2.500000,0.000000,4.140333
0.000000,-2.000000,0.000000,4.132163
0.000000,-1.500000,0.000000,3.452141
0.000000,-1.000000,0.000000,1.703752
0.000000,-0.500000,0.000000,1.578397
0.000000,0.000000,0.000000,1.575116
0.000000,0.500000,0.000000,1.566118
0.000000,1.000000,0.000000,1.566127
0.000000,1.500000,0.000000,2.150740
0.000000,2.000000,0.000000,2.684680
0.000000,2.500000,0.000000,1.490822
0.000000,3.000000,0.000000,2.221595
0.000000,3.500000,0.000000,3.395027
0.000000,4.000000,0.000000,4.039357
0.000000,4.500000,0.000000,3.980605
0.000000,5.000000,0.000000,3.108205
0.000000,5.500000,0.000000,0.922588
0.000000,6.000000,0.000000,0.844531
0.000000,6.500000,0.000000,0.897151
0.000000,7.000000,0.000000,1.926827
0.000000,7.500000,0.000000,3.784112
0.000000,8.000000,0.000000,2.862283
0.000000,8.500000,0.000000,1.803143
0.000000,9.000000,0.000000,1.815805
0.000000,9.500000,0.000000,1.971464
0.000000,10.000000,0.000000,3.725554
0.000000,10.500000,0.000000,2.471804
0.000000,11.000000,0.000000,2.321216
0.000000,11.500000,0.000000,2.593477
0.000000,12.000000,0.000000,2.806616
0.000000,12.500000,0.000000,3.579857
0.000000,13.000000,0.000000,3.816869
0.000000,13.500000,0.000000,3.744024
0.000000,14.000000,0.000000,3.924300
0.000000,14.500000,0.000000,3.117759
0.500000,-15.000000,0.000000,4.160000
0.500000,-14.500000,0.000000,4.014709
0.500000,-14.000000,0.000000,2.361315
0.500000,-13.500000,0.000000,1.554057
0.500000,-13.000000,0.000000,1.370120
0.500000,-12.500000,0.000000,1.565030
0.500000,-12.000000,0.000000,1.655821
0.500000,-11.500000,0.000000,1.469815
0.500000,-11.000000,0.000000,1.146787
